#{"t_start": 1766930957.4524403, "env_id": "None"}
r,l,t
4.0,20,288.418834
4.0,18,288.454113
3.0,18,288.488979
-4.0,18,288.530858
6.0,18,288.567996
-4.0,20,288.610657
-3.0,18,289.151893
2.0,19,289.188935
-4.0,20,289.236701
-3.0,18,289.272123
3.0,20,289.308163
0.0,20,289.348984
2.0,20,289.398389
3.0,18,289.436111
-4.0,19,289.472254
2.0,20,289.508244
4.0,18,289.548291
3.0,18,289.590702
4.0,19,289.632299
-4.0,19,290.172378
-6.0,18,290.217722
2.0,18,290.251791
4.0,18,290.289086
0.0,18,290.325824
5.0,19,290.363115
3.0,21,290.409496
2.0,18,290.4469
3.0,18,290.485164
2.0,21,290.527448
-3.0,18,290.570722
-4.0,18,290.608438
0.0,18,290.642581
-1.0,18,290.682049
-4.0,18,291.232247
0.0,18,291.269201
0.0,18,291.308125
2.0,22,291.347945
-3.0,18,291.39414
0.0,18,291.432317
5.0,18,291.468037
-4.0,18,291.502335
0.0,20,291.54992
2.0,18,291.582449
-2.0,22,291.631312
0.0,20,291.672482
-5.0,19,291.708207
5.0,18,291.750861
1.0,18,292.2942
-3.0,21,292.341901
2.0,18,292.379025
4.0,18,292.416853
1.0,22,292.463124
-3.0,18,292.502561
-3.0,20,292.544174
-5.0,18,292.575416
4.0,19,292.619991
4.0,18,292.655017
-4.0,20,292.697765
2.0,21,292.740674
5.0,18,292.7806
-3.0,20,293.326171
-1.0,18,293.3629
0.0,21,293.408038
2.0,22,293.45328
3.0,18,293.489216
1.0,18,293.522328
5.0,18,293.558336
4.0,23,293.614074
1.0,21,293.656123
3.0,18,293.693198
-4.0,20,293.738522
4.0,20,293.783
3.0,18,293.822343
-6.0,18,294.472251
0.0,21,294.522273
-1.0,21,294.572101
4.0,18,294.608093
4.0,23,294.6624
1.0,18,294.704533
4.0,18,294.746105
-5.0,18,294.78631
0.0,18,294.822317
2.0,18,294.85816
4.0,21,294.908129
3.0,18,294.946247
-2.0,18,294.982252
-4.0,20,295.599495
4.0,18,295.639269
1.0,18,295.672617
2.0,18,295.709536
2.0,21,295.763072
1.0,18,295.801523
-3.0,23,295.845903
-2.0,18,295.888929
2.0,18,295.925107
3.0,18,295.961959
-4.0,21,296.009439
-4.0,20,296.056512
0.0,23,296.105027
2.0,20,296.708321
4.0,20,296.751765
0.0,18,296.79029
2.0,20,296.832101
8.0,18,296.867873
3.0,21,296.913769
0.0,18,296.955789
1.0,18,296.995501
5.0,18,297.034172
0.0,20,297.077917
0.0,20,297.118481
-4.0,20,297.160059
6.0,18,297.192044
4.0,18,297.239565
4.0,20,297.822326
-2.0,18,297.858024
-2.0,18,297.899606
0.0,18,297.94115
4.0,18,297.981289
4.0,18,298.017808
1.0,18,298.061423
-2.0,20,298.106051
3.0,18,298.145139
-2.0,19,298.187234
-1.0,18,298.224127
2.0,20,298.26821
5.0,20,298.308187
-1.0,18,298.340838
4.0,18,298.947266
1.0,18,298.994743
0.0,18,299.035952
1.0,20,299.083578
0.0,19,299.122339
-4.0,18,299.161697
3.0,18,299.193627
-1.0,18,299.239298
0.0,20,299.280852
4.0,18,299.318576
0.0,19,299.35814
0.0,21,299.408185
4.0,18,299.448036
3.0,18,300.041679
-4.0,18,300.083477
-3.0,18,300.122473
1.0,18,300.158365
1.0,19,300.203965
4.0,26,300.258346
-5.0,18,300.289175
-3.0,18,300.335589
-1.0,18,300.372588
-5.0,19,300.416336
1.0,20,300.458806
-5.0,20,300.50047
2.0,18,300.53936
-2.0,18,300.57224
-3.0,18,301.178759
3.0,18,301.217941
3.0,18,301.242816
-3.0,18,301.290888
-4.0,18,301.332345
4.0,19,301.372207
1.0,21,301.421446
0.0,20,301.459751
-2.0,18,301.491702
2.0,18,301.539156
2.0,18,301.582081
-4.0,18,301.618678
-2.0,18,301.65828
0.0,18,301.698345
-2.0,20,302.289144
2.0,18,302.339349
3.0,20,302.384428
2.0,18,302.423607
3.0,18,302.460155
1.0,18,302.491379
5.0,20,302.539179
-4.0,19,302.586107
-3.0,18,302.62215
-2.0,18,302.658412
2.0,21,302.70871
3.0,21,302.755374
2.0,20,302.793597
1.0,20,303.420002
0.0,18,303.460099
-4.0,18,303.492276
-4.0,18,303.532325
0.0,18,303.572387
4.0,23,303.622538
5.0,18,303.658274
3.0,21,303.710185
-2.0,18,303.749587
2.0,18,303.789881
-4.0,18,303.825051
2.0,18,303.867746
-2.0,19,303.902285
-3.0,18,303.944263
-2.0,18,304.540118
4.0,18,304.582026
4.0,18,304.62208
0.0,21,304.667711
-4.0,18,304.705082
-3.0,20,304.747801
3.0,18,304.786232
-4.0,18,304.822476
-4.0,23,304.873334
-2.0,18,304.911265
1.0,18,304.958103
4.0,19,305.008106
3.0,18,305.052634
-3.0,21,305.682198
-5.0,18,305.723582
4.0,23,305.776677
0.0,20,305.820472
-2.0,19,305.868134
-5.0,21,305.922405
1.0,18,305.972327
4.0,18,306.025564
4.0,21,306.081286
-2.0,20,306.132241
-3.0,18,306.174869
-2.0,18,306.222607
-1.0,20,306.275431
3.0,21,306.891843
4.0,18,306.932299
-1.0,18,306.972217
-5.0,18,307.010358
-6.0,20,307.05378
4.0,22,307.101417
1.0,18,307.147394
3.0,21,307.194904
4.0,18,307.237147
4.0,20,307.280415
2.0,18,307.318043
2.0,20,307.358419
-2.0,20,307.406296
0.0,18,307.446605
-2.0,21,308.070456
-5.0,18,308.11202
-2.0,18,308.149318
-3.0,18,308.190788
2.0,18,308.227957
-3.0,20,308.272328
-2.0,18,308.308837
-3.0,18,308.3392
-2.0,18,308.390661
-4.0,20,308.440836
3.0,20,308.482005
5.0,19,308.524925
-2.0,18,308.558347
-2.0,18,309.172397
4.0,18,309.213353
-3.0,18,309.2452
0.0,19,309.293349
1.0,21,309.332131
-1.0,18,309.372683
5.0,21,309.422684
0.0,18,309.498813
-5.0,18,309.541492
4.0,18,309.589285
-2.0,21,309.635966
2.0,21,309.682104
-2.0,18,309.719462
-5.0,18,309.761187
0.0,18,310.367913
-2.0,18,310.408295
-3.0,18,310.446928
3.0,19,310.482156
-2.0,18,310.52578
2.0,18,310.558223
-1.0,18,310.589194
4.0,20,310.639064
-3.0,18,310.682938
-4.0,18,310.717978
-1.0,18,310.757986
4.0,24,310.808237
-2.0,18,310.844507
0.0,20,311.449881
1.0,18,311.490258
4.0,20,311.531972
4.0,20,311.573912
4.0,18,311.608011
2.0,18,311.653345
-3.0,18,311.691226
3.0,19,311.734359
-4.0,18,311.77571
0.0,22,311.822322
4.0,20,311.860862
2.0,18,311.892553
0.0,19,311.940234
-3.0,20,311.986522
-4.0,21,312.588996
-2.0,18,312.62209
5.0,18,312.65816
1.0,18,312.700785
0.0,20,312.750626
2.0,18,312.789015
-2.0,20,312.832756
5.0,18,312.87235
-2.0,18,312.908434
1.0,18,312.943336
0.0,18,312.98543
-3.0,18,313.026553
4.0,18,313.066007
-5.0,18,313.105256
1.0,22,313.689172
4.0,18,313.736485
0.0,18,313.77597
4.0,18,313.813006
-2.0,18,313.844598
-4.0,18,313.892434
-5.0,21,313.939013
-1.0,19,313.98047
-1.0,21,314.027066
3.0,20,314.075741
4.0,20,314.128879
-3.0,18,314.172388
-1.0,18,314.217941
-4.0,18,314.808372
3.0,20,314.846988
1.0,18,314.891701
0.0,21,314.932224
2.0,18,314.972584
-5.0,18,315.008229
0.0,20,315.06211
0.0,18,315.091224
4.0,18,315.139028
0.0,18,315.172067
-4.0,18,315.208329
1.0,18,315.250017
-4.0,18,315.289269
3.0,18,315.32899
-5.0,18,315.940941
2.0,20,315.992765
0.0,20,316.036231
4.0,18,316.073653
-4.0,18,316.108818
0.0,18,316.139663
-1.0,18,316.189161
-4.0,18,316.231515
1.0,18,316.267818
-4.0,18,316.308285
6.0,18,316.343741
1.0,18,316.382136
0.0,18,316.427453
1.0,18,316.465627
-3.0,20,317.070925
-2.0,18,317.108995
-5.0,18,317.139817
2.0,18,317.187002
1.0,18,317.222412
-3.0,18,317.266281
6.0,20,317.30828
-4.0,22,317.345401
0.0,18,317.394298
0.0,18,317.434083
1.0,18,317.472334
-3.0,20,317.512861
-3.0,20,317.557956
-4.0,21,318.14945
-1.0,18,318.189256
-3.0,18,318.228551
-2.0,18,318.267782
1.0,20,318.308115
-5.0,20,318.345815
0.0,18,318.396121
4.0,21,318.441284
3.0,18,318.481775
0.0,18,318.522252
1.0,18,318.559876
-5.0,18,318.59169
-2.0,18,318.633984
3.0,20,318.680834
1.0,20,319.272487
0.0,18,319.307995
4.0,18,319.344999
4.0,18,319.39319
2.0,18,319.433025
2.0,18,319.472269
3.0,18,319.508407
-4.0,18,319.543915
0.0,18,319.589157
2.0,19,319.630497
3.0,18,319.667794
-1.0,18,319.70812
2.0,23,319.759881
-2.0,18,319.798911
0.0,18,320.418529
-4.0,19,320.466522
2.0,20,320.51417
-2.0,18,320.558008
2.0,20,320.608088
-1.0,18,320.651314
-2.0,19,320.697241
-1.0,18,320.739361
6.0,18,320.783864
-4.0,18,320.822413
5.0,18,320.87238
-1.0,18,320.910491
0.0,22,320.95823
-1.0,21,321.564308
4.0,18,321.608661
-1.0,18,321.654027
0.0,18,321.701457
2.0,18,321.749147
0.0,20,321.797489
-1.0,18,321.841769
-1.0,20,321.889394
4.0,21,321.939374
-1.0,18,321.979818
-1.0,18,322.02497
-1.0,20,322.075673
0.0,18,322.119051
5.0,20,322.158224
-2.0,18,322.765022
5.0,18,322.800601
0.0,18,322.847205
-4.0,18,322.889172
4.0,18,322.931214
4.0,20,322.973992
-1.0,19,323.018095
-2.0,19,323.0611
-2.0,18,323.09433
-1.0,18,323.14131
-2.0,18,323.183301
4.0,23,323.232002
-2.0,22,323.283852
0.0,19,323.876326
0.0,20,323.923151
0.0,18,323.959552
3.0,18,324.006894
-3.0,20,324.057154
5.0,20,324.100089
2.0,18,324.140881
2.0,23,324.192602
1.0,20,324.247786
1.0,18,324.28915
4.0,18,324.334696
3.0,20,324.384553
-4.0,20,324.434799
-1.0,18,324.472432
-4.0,18,325.101462
0.0,18,325.145238
6.0,21,325.189251
3.0,20,325.232135
0.0,20,325.279074
-2.0,18,325.316312
2.0,20,325.348213
0.0,18,325.398268
-4.0,18,325.437609
-1.0,20,325.480616
-2.0,18,325.51788
4.0,20,325.55834
2.0,18,325.596276
-1.0,18,326.191056
0.0,18,326.23042
2.0,18,326.267692
-1.0,18,326.30112
3.0,18,326.342715
1.0,18,326.383765
-3.0,18,326.422204
-2.0,18,326.45823
1.0,21,326.508122
-2.0,18,326.543853
-4.0,19,326.585165
-4.0,20,326.63038
4.0,21,326.672485
2.0,20,326.717932
2.0,20,327.322021
-2.0,18,327.358356
2.0,23,327.412616
-1.0,18,327.450272
4.0,18,327.489121
-2.0,18,327.526536
3.0,20,327.568113
-1.0,18,327.599946
0.0,18,327.647113
1.0,22,327.689141
-4.0,18,327.732735
-1.0,20,327.776197
2.0,18,327.807998
0.0,18,328.420501
0.0,18,328.458433
-2.0,20,328.489394
-3.0,20,328.539231
1.0,22,328.589198
-2.0,18,328.626925
0.0,20,328.672163
3.0,21,328.71776
0.0,20,328.763932
-4.0,18,328.8032
-2.0,22,328.850135
-4.0,18,328.889378
1.0,18,328.930827
-3.0,20,329.527387
1.0,21,329.572098
1.0,18,329.608001
0.0,18,329.646914
-4.0,19,329.689069
1.0,20,329.734066
1.0,18,329.774492
4.0,20,329.818337
-1.0,21,329.858176
-1.0,18,329.898529
0.0,20,329.939021
5.0,24,329.992822
-1.0,18,330.034671
-3.0,18,330.646812
0.0,18,330.682226
5.0,20,330.729331
4.0,19,330.770772
1.0,21,330.808011
-1.0,18,330.85087
2.0,18,330.89277
-1.0,18,330.931235
0.0,20,330.972438
-5.0,18,331.008294
0.0,18,331.054485
-4.0,20,331.096624
-2.0,19,331.13234
-4.0,18,331.175043
-3.0,18,331.777693
2.0,20,331.822094
-4.0,18,331.858454
3.0,21,331.897916
-5.0,18,331.945538
0.0,20,331.982359
2.0,18,332.024279
0.0,18,332.062461
4.0,18,332.099313
0.0,18,332.139353
7.0,18,332.180448
-2.0,18,332.21858
0.0,24,332.272178
2.0,18,332.86787
-2.0,18,332.908034
0.0,19,332.947284
0.0,18,332.982373
0.0,21,333.033663
0.0,18,333.073949
-5.0,18,333.108352
-4.0,20,333.14538
2.0,18,333.192915
-1.0,18,333.230874
-3.0,18,333.267842
-2.0,18,333.308319
-2.0,18,333.3395
-2.0,21,333.390596
2.0,20,333.994323
-4.0,18,334.034799
2.0,18,334.076295
1.0,18,334.114189
2.0,18,334.146192
-4.0,18,334.189195
-4.0,18,334.230709
4.0,20,334.272208
4.0,18,334.308275
-1.0,20,334.352328
0.0,20,334.39887
-5.0,20,334.442653
-3.0,18,334.481972
0.0,20,334.522027
3.0,19,335.122467
2.0,18,335.162847
-4.0,18,335.193975
-1.0,21,335.241593
3.0,23,335.289787
1.0,23,335.339146
-3.0,18,335.39309
-2.0,18,335.432369
1.0,18,335.472102
-2.0,19,335.507971
-1.0,21,335.554328
2.0,23,335.602401
0.0,18,335.63903
-2.0,20,336.232053
-2.0,18,336.27211
-4.0,20,336.308363
-4.0,18,336.352359
1.0,21,336.396733
0.0,18,336.43798
0.0,20,336.480829
0.0,18,336.517696
4.0,20,336.558113
1.0,18,336.601592
-4.0,18,336.644027
2.0,21,336.691606
-3.0,20,336.740821
-4.0,18,337.322437
-3.0,18,337.367943
-2.0,21,337.414699
1.0,18,337.454618
5.0,18,337.491608
1.0,18,337.532055
4.0,20,337.572232
3.0,18,337.608289
1.0,18,337.648648
-1.0,18,337.688976
4.0,21,337.736788
-2.0,21,337.783283
1.0,20,337.824807
-1.0,21,338.44118
4.0,20,338.482075
4.0,18,338.524484
-2.0,18,338.558051
4.0,18,338.58923
-4.0,18,338.639372
3.0,18,338.672161
4.0,18,338.717718
6.0,18,338.756324
4.0,21,338.794296
5.0,23,338.84148
4.0,18,338.889889
4.0,19,338.930475
4.0,18,338.96832
4.0,18,339.557984
5.0,18,339.59539
2.0,18,339.638939
-1.0,19,339.672173
1.0,18,339.717612
-2.0,18,339.757963
2.0,18,339.794644
-2.0,18,339.832471
-5.0,20,339.873674
-4.0,20,339.908233
4.0,20,339.95843
2.0,21,340.00043
0.0,18,340.03937
3.0,18,340.085124
1.0,18,340.672488
-3.0,20,340.717736
-2.0,20,340.763494
4.0,18,340.795099
1.0,22,340.842902
4.0,18,340.890008
3.0,19,340.93132
-1.0,18,340.969164
4.0,24,341.022475
4.0,20,341.068216
1.0,18,341.101296
4.0,20,341.142548
-5.0,19,341.181901
0.0,22,341.787472
0.0,19,341.826575
0.0,19,341.867751
0.0,20,341.908398
-5.0,18,341.939188
-1.0,18,341.989005
3.0,19,342.031614
-5.0,18,342.07108
1.0,20,342.108232
1.0,19,342.148177
2.0,18,342.189409
-3.0,18,342.228749
0.0,20,342.26781
3.0,18,342.868206
4.0,20,342.908171
4.0,18,342.952909
4.0,21,342.989234
3.0,18,343.039132
-6.0,18,343.080599
-1.0,18,343.117879
0.0,18,343.149861
-2.0,18,343.191536
4.0,18,343.232303
-1.0,20,343.276016
4.0,18,343.310475
4.0,20,343.358351
-4.0,20,343.401725
2.0,18,344.044731
1.0,18,344.085072
3.0,18,344.122372
-3.0,18,344.158408
-2.0,20,344.20829
-4.0,18,344.244584
-6.0,18,344.282133
1.0,18,344.322466
-3.0,22,344.370734
-3.0,18,344.409234
0.0,21,344.45645
6.0,18,344.493597
-3.0,18,344.535976
5.0,18,344.572427
4.0,19,345.168026
4.0,19,345.208118
4.0,25,345.260622
2.0,18,345.292254
-4.0,20,345.339934
-5.0,22,345.392279
-4.0,18,345.432872
5.0,18,345.472062
1.0,18,345.510546
-2.0,18,345.542431
-4.0,18,345.581995
-4.0,18,345.622652
4.0,20,345.668039
-1.0,18,346.245511
-3.0,18,346.292382
1.0,23,346.34003
-4.0,18,346.382276
-1.0,18,346.42365
1.0,19,346.463963
-2.0,20,346.49491
2.0,20,346.542474
0.0,18,346.582186
2.0,18,346.62243
2.0,20,346.66811
3.0,20,346.713465
3.0,18,346.752937
4.0,18,347.324439
0.0,18,347.358277
3.0,18,347.403545
2.0,20,347.44805
3.0,18,347.481854
-2.0,18,347.527343
-3.0,18,347.558677
-4.0,18,347.605179
-2.0,21,347.639338
4.0,20,347.689277
-4.0,20,347.734182
-2.0,18,347.774546
4.0,23,347.822327
-1.0,21,347.86788
3.0,22,348.48189
1.0,18,348.522085
1.0,18,348.559943
2.0,20,348.591327
2.0,22,348.639965
-2.0,18,348.689274
-4.0,18,348.730372
-2.0,18,348.770011
1.0,21,348.813159
-3.0,19,348.844941
-4.0,18,348.892334
-1.0,20,348.938997
4.0,21,348.981938
2.0,20,349.567889
3.0,19,349.608602
6.0,21,349.650395
0.0,20,349.688995
4.0,22,349.744763
2.0,19,349.787811
2.0,18,349.82297
6.0,18,349.860703
2.0,18,349.902855
0.0,20,349.940867
0.0,20,349.988957
3.0,20,350.033184
0.0,18,350.070534
